partida_id,rodata,clube,cartao,atleta,num_camisa,posicao,minuto
6451,33,Internacional,Amarelo,Fabiano,18.0,Zagueiro,66
6451,33,Internacional,Amarelo,Andrés D'Alessandro,10.0,Meio-campo,23
6454,33,Sport,Amarelo,Cláudio Winck,2.0,Zagueiro,84
6454,33,Sport,Amarelo,Gabriel Santana,30.0,Meio-campo,62
6455,33,Santos,Amarelo,Yuri Oliveira Lima,25.0,Meio-campo,77
6455,33,Chapecoense,Amarelo,Márcio Rodrigues Araújo,15.0,Meio-campo,89
6455,33,Santos,Amarelo,Alison Lopes Ferreira,5.0,Zagueiro,56
6456,34,Vasco,Amarelo,Willian Maranhão,21.0,Meio-campo,90+1
6457,34,Bahia,Amarelo,Lucas Fonseca,28.0,Zagueiro,67
6457,34,Ceara,Amarelo,Richardson Fernandes dos Santos,26.0,Meio-campo,88
6457,34,Ceara,Amarelo,Ricardo Dias Acosta,8.0,Meio-campo,28
6457,34,Bahia,Amarelo,Elton Junior Melo Ataíde,17.0,Meio-campo,13
6457,34,Ceara,Amarelo,Luiz Otávio,13.0,Zagueiro,45+1
6458,34,Parana,Vermelho,Silvinho,10.0,Meio-campo,30
6458,34,Parana,Amarelo,Alex Paulo Menezes Santana,8.0,Meio-campo,45+3
6458,34,Parana,Amarelo,Richard de Oliveira Costa,1.0,Goleiro,12
6458,34,Parana,Vermelho,Andrey Nunes dos Santos,7.0,Meio-campo,47
6458,34,Parana,Amarelo,Charles Luis Reiter,3.0,Zagueiro,63
6458,34,Parana,Amarelo,Andrey Nunes dos Santos,7.0,Meio-campo,19
6458,34,Atletico-MG,Amarelo,Emerson Royal,14.0,Zagueiro,36
6459,34,Sport,Amarelo,Andrigo,7.0,Zagueiro,71
6459,34,Sport,Amarelo,Raul Prata,23.0,Zagueiro,61
6459,34,Vitoria,Amarelo,Jeferson,28.0,Zagueiro,68
6459,34,Vitoria,Amarelo,Marcelo Benítez,3.0,Zagueiro,22
6459,34,Sport,Amarelo,Adryelson,34.0,Zagueiro,19
6459,34,Vitoria,Amarelo,Ramon Menezes Roma,40.0,Zagueiro,47
6459,34,Vitoria,Amarelo,Leonardo da Silva Gomes,26.0,Meio-campo,10
6460,34,Palmeiras,Amarelo,Lucas Rafael Araújo Lima,20.0,Meio-campo,72
6460,34,Palmeiras,Amarelo,Diogo Barbosa,6.0,Zagueiro,59
6460,34,Fluminense,Amarelo,Jadson,16.0,Meio-campo,33
6460,34,Fluminense,Amarelo,Paulo Ricardo Ferreira,32.0,Zagueiro,9
6460,34,Fluminense,Vermelho,Jadson,16.0,Meio-campo,90
6460,34,Palmeiras,Amarelo,Luan Garcia Teixeira,13.0,Zagueiro,88
6460,34,Palmeiras,Amarelo,Thiago dos Santos,5.0,Meio-campo,60
6460,34,Palmeiras,Amarelo,Miguel Borja,9.0,Atacante,27
6460,34,Fluminense,Amarelo,Rodrigo Junior Paula Silva,14.0,Zagueiro,79
6460,34,Fluminense,Amarelo,Richard Candido Coelho,25.0,Meio-campo,31
6461,34,Corinthians,Vermelho,Douglas Augusto Soares Gomes,30.0,Meio-campo,45+2
6461,34,Cruzeiro,Amarelo,Róbson Michael Signorini,19.0,Meio-campo,68
6461,34,Corinthians,Amarelo,Douglas Augusto Soares Gomes,30.0,Meio-campo,45+1
6461,34,Cruzeiro,Amarelo,Fred,9.0,Atacante,90+4
6461,34,Corinthians,Amarelo,Ángel Romero,11.0,Meio-campo,90+4
6462,34,Botafogo-RJ,Amarelo,Matheus Fernandes,8.0,Meio-campo,69
6462,34,Chapecoense,Amarelo,Willian José de Souza,55.0,Meio-campo,64
6462,34,Botafogo-RJ,Amarelo,Luiz Fernando Moraes dos Santos,7.0,Meio-campo,43
6463,34,Flamengo,Amarelo,Diego Ribas,10.0,Meio-campo,90+3
6463,34,Flamengo,Amarelo,Rodinei de Almeida,2.0,Zagueiro,52
6463,34,Santos,Amarelo,Gabriel Barbosa,10.0,Atacante,77
6463,34,Flamengo,Amarelo,Marcos Rogério Ricci Lopes,21.0,Zagueiro,77
6463,34,Santos,Amarelo,Gustavo Henrique Vernes,6.0,Zagueiro,90+4
6463,34,Santos,Amarelo,Alison Lopes Ferreira,5.0,Meio-campo,78
6463,34,Santos,Amarelo,Yuri Oliveira Lima,25.0,Zagueiro,45+1
6464,34,Sao Paulo,Amarelo,Nenê,10.0,Meio-campo,34
6464,34,Gremio,Amarelo,Everton Sousa Soares,11.0,Meio-campo,18
6464,34,Gremio,Amarelo,Jael,9.0,Atacante,90+2
6465,34,America-MG,Amarelo,Rafael Moura,9.0,Atacante,49
6465,34,Internacional,Amarelo,Fabiano,18.0,Zagueiro,51
6465,34,America-MG,Amarelo,Carlos Emiliano Pereira,6.0,Zagueiro,35
6466,35,Corinthians,Amarelo,Fagner,23.0,Zagueiro,69
6466,35,Vasco,Amarelo,Leandro Castán,25.0,Zagueiro,59
6466,35,Corinthians,Amarelo,Jadson,10.0,Atacante,63
6466,35,Vasco,Amarelo,Fernando Miguel Kaufmann,33.0,Goleiro,27
6467,35,Vitoria,Amarelo,Lucas Fernandes,19.0,Atacante,71
6467,35,Vitoria,Amarelo,Rhayner,90.0,Meio-campo,31
6467,35,Athletico-PR,Amarelo,Léo Pereira,96.0,Zagueiro,41
6467,35,Vitoria,Vermelho,Jeferson,28.0,Zagueiro,89
6467,35,Vitoria,Amarelo,Jeferson,28.0,Zagueiro,54
6467,35,Athletico-PR,Amarelo,Jonathan Cícero Moreira,2.0,Zagueiro,57
6467,35,Athletico-PR,Amarelo,Bruno Guimarães,39.0,Meio-campo,33
6468,35,Atletico-MG,Vermelho,Fábio Santos,6.0,Zagueiro,53
6468,35,Atletico-MG,Amarelo,Elias Mendes Trindade,7.0,Meio-campo,90+1
6468,35,Atletico-MG,Amarelo,Fábio Santos,6.0,Zagueiro,45+1
6468,35,Atletico-MG,Amarelo,Adílson Warken,21.0,Meio-campo,84
6468,35,Bahia,Amarelo,José Élber Pimentel da Silva,7.0,Meio-campo,75
6468,35,Bahia,Amarelo,Nílton Ferreira Júnior,19.0,Meio-campo,49
6469,35,Parana,Amarelo,Renê Santos,4.0,Zagueiro,90+5
6469,35,Parana,Amarelo,Keslley dos Santos Lopes,7.0,Meio-campo,43
6469,35,Parana,Amarelo,Igor Aquino da Silva,6.0,Zagueiro,79
6469,35,Parana,Amarelo,Jhony,8.0,Meio-campo,36
6469,35,Palmeiras,Amarelo,Gustavo Scarpa,14.0,Meio-campo,57
6470,35,America-MG,Amarelo,João Ricardo Riedi,1.0,Goleiro,90+4
6470,35,America-MG,Amarelo,Rafael Moura,9.0,Atacante,45+2
6470,35,America-MG,Amarelo,Zé Ricardo,5.0,Meio-campo,42
6470,35,Santos,Amarelo,Bruno Henrique,11.0,Meio-campo,61
6470,35,America-MG,Amarelo,Luan Michel Louzã,11.0,Meio-campo,45+2
6470,35,America-MG,Amarelo,Norberto Pereira Marinho Neto,2.0,Zagueiro,25
6471,35,Flamengo,Amarelo,Lucas Paquetá,11.0,Meio-campo,55
6471,35,Flamengo,Vermelho,Lucas Paquetá,11.0,Meio-campo,61
6471,35,Sport,Amarelo,Cláudio Winck,2.0,Zagueiro,50
6472,35,Internacional,Vermelho,Rodrigo Moledo,4.0,Zagueiro,90+12
6472,35,Botafogo-RJ,Amarelo,Joel Carli,3.0,Zagueiro,71
6472,35,Internacional,Amarelo,Edenílson Andrade dos Santos,8.0,Meio-campo,73
6472,35,Internacional,Amarelo,Rodrigo Moledo,4.0,Zagueiro,23
6472,35,Internacional,Amarelo,Andrés D'Alessandro,10.0,Meio-campo,90+11
6472,35,Internacional,Amarelo,Rodrigo Dourado,13.0,Meio-campo,57
6473,35,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,14.0,Zagueiro,17
6473,35,Cruzeiro,Amarelo,Róbson Michael Signorini,19.0,Meio-campo,42
6473,35,Sao Paulo,Amarelo,Bruno Alves,34.0,Zagueiro,86
6473,35,Cruzeiro,Amarelo,Edílson Mendes Guimarães,22.0,Zagueiro,63
6474,35,Gremio,Amarelo,André Felipe Ribeiro de Souza,90.0,Atacante,7
6474,35,Chapecoense,Amarelo,Héctor Canteros,8.0,Meio-campo,33
6474,35,Gremio,Amarelo,Marcelo Oliveira Ferreira,26.0,Zagueiro,41
6474,35,Chapecoense,Amarelo,Bruno Pacheco,6.0,Zagueiro,69
6475,35,Fluminense,Amarelo,Airton Ribeiro Santos,5.0,Meio-campo,67
6475,35,Fluminense,Amarelo,Ayrton Lucas Dantas de Medeiros,6.0,Zagueiro,20
6475,35,Ceara,Amarelo,Samuel Xavier,22.0,Zagueiro,30
6475,35,Fluminense,Amarelo,Richard Candido Coelho,25.0,Meio-campo,84
6475,35,Ceara,Amarelo,Felipe Azevedo,11.0,Meio-campo,90+2
6475,35,Ceara,Amarelo,Richardson Fernandes dos Santos,26.0,Meio-campo,17
6476,36,Internacional,Amarelo,Víctor Cuesta,15.0,Zagueiro,85
6476,36,Atletico-MG,Amarelo,Adílson Warken,21.0,Meio-campo,70
6476,36,Atletico-MG,Amarelo,Iago Maidana,28.0,Zagueiro,81
6477,36,Santos,Amarelo,Gabriel Barbosa,10.0,Meio-campo,67
6477,36,Botafogo-RJ,Amarelo,Márcio Almeida de Oliveira,4.0,Zagueiro,25
6477,36,Santos,Amarelo,Luiz Felipe,2.0,Zagueiro,88
6477,36,Botafogo-RJ,Amarelo,Matheus Fernandes,8.0,Meio-campo,89
6478,36,Athletico-PR,Amarelo,Wellington Aparecido Martins,5.0,Meio-campo,81
6478,36,Corinthians,Amarelo,Thiaguinho,17.0,Meio-campo,61
6478,36,Corinthians,Amarelo,Ralf de Souza Teles,15.0,Meio-campo,29
6478,36,Corinthians,Amarelo,Fagner,23.0,Zagueiro,87
6478,36,Corinthians,Amarelo,Danilo Avelar,35.0,Zagueiro,59
6480,36,Flamengo,Amarelo,Willian Arão,5.0,Meio-campo,36
6480,36,Flamengo,Amarelo,Diego Ribas,10.0,Meio-campo,90+1
6480,36,Gremio,Amarelo,Ramiro Moschen Benetti,17.0,Meio-campo,90+3
6480,36,Gremio,Amarelo,Matheus Henrique de Souza,32.0,Meio-campo,20
6481,36,Vitoria,Amarelo,Aderlan Santos,33.0,Zagueiro,45+3
6481,36,Cruzeiro,Amarelo,Ezequiel,2.0,Zagueiro,75
6479,36,America-MG,Amarelo,Matheus Ferraz Pereira,3.0,Zagueiro,55
6479,36,America-MG,Amarelo,Norberto Pereira Marinho Neto,2.0,Zagueiro,32
6479,36,America-MG,Amarelo,Ademir,7.0,Meio-campo,14
6479,36,America-MG,Amarelo,Carlos Emiliano Pereira,6.0,Zagueiro,52
6482,36,Vasco,Amarelo,Leandro Luis Desábato,5.0,Meio-campo,19
6482,36,Sao Paulo,Amarelo,Bruno Peres,15.0,Zagueiro,43
6482,36,Sao Paulo,Amarelo,Hudson,25.0,Meio-campo,27
6482,36,Vasco,Amarelo,Luiz Gustavo,13.0,Zagueiro,72
6482,36,Sao Paulo,Amarelo,Rodrigo Caio,3.0,Zagueiro,40
6485,36,Chapecoense,Amarelo,Alan Ruschel,28.0,Zagueiro,44
6485,36,Chapecoense,Amarelo,Diego Torres,72.0,Meio-campo,56
6485,36,Sport,Amarelo,Jair Rodrigues Júnior,88.0,Meio-campo,90+5
6483,36,Ceara,Amarelo,Calyson,25.0,Meio-campo,63
6483,36,Ceara,Amarelo,Luiz Otávio,13.0,Zagueiro,72
6484,36,Bahia,Amarelo,Tiago Pagnussat,3.0,Zagueiro,78
6484,36,Fluminense,Amarelo,Everaldo,37.0,Meio-campo,76
6484,36,Bahia,Amarelo,Elton Junior Melo Ataíde,17.0,Meio-campo,64
6486,37,Santos,Vermelho,Carlos Andrés Sánchez,7.0,Meio-campo,77
6486,37,Santos,Amarelo,Diego Pituca,21.0,Meio-campo,64
6486,37,Santos,Amarelo,José Rodolfo Pires Ribeiro,16.0,Zagueiro,58
6486,37,Atletico-MG,Amarelo,Juan Cazares,10.0,Meio-campo,65
6486,37,Santos,Amarelo,Alison Lopes Ferreira,5.0,Meio-campo,61
6486,37,Santos,Amarelo,Gabriel Barbosa,10.0,Atacante,37
6488,37,Cruzeiro,Amarelo,Edílson Mendes Guimarães,22.0,Zagueiro,90+1
6488,37,Cruzeiro,Amarelo,Fred,9.0,Atacante,67
6488,37,Cruzeiro,Amarelo,Lucas Romero,29.0,Meio-campo,15
6488,37,Flamengo,Amarelo,Gustavo Cuellar,8.0,Meio-campo,67
6488,37,Flamengo,Amarelo,Fernando Uribe,20.0,Atacante,32
6488,37,Cruzeiro,Amarelo,Dedé,26.0,Zagueiro,84
6488,37,Cruzeiro,Amarelo,Róbson Michael Signorini,19.0,Meio-campo,50
6488,37,Cruzeiro,Amarelo,Ariel Cabral,5.0,Meio-campo,10
6488,37,Flamengo,Amarelo,Renê Rodrigues Martins,6.0,Zagueiro,42
6487,37,Athletico-PR,Amarelo,Guilherme Camacho,15.0,Meio-campo,76
6487,37,Ceara,Amarelo,Éverson Felipe Marques Pires,1.0,Goleiro,89
6487,37,Ceara,Amarelo,Leandro Carvalho,80.0,Meio-campo,55
6487,37,Athletico-PR,Amarelo,Bérgson Gustavo Silveira da Silva,30.0,Atacante,88
6487,37,Ceara,Amarelo,Paulo Roberto Valoura Junior,20.0,Meio-campo,37
6489,37,Vitoria,Amarelo,Willian Farias,5.0,Meio-campo,17
6489,37,Gremio,Amarelo,Cícero Santos,77.0,Meio-campo,51
6489,37,Gremio,Amarelo,Michel Ferreira dos Santos,5.0,Meio-campo,29
6489,37,Vitoria,Amarelo,Jeferson,28.0,Zagueiro,90
6489,37,Gremio,Amarelo,Pedro Geromel,3.0,Zagueiro,86
6489,37,Gremio,Amarelo,Walter Kannemann,4.0,Zagueiro,42
6490,37,Vasco,Amarelo,Andrey,15.0,Meio-campo,81
6490,37,Vasco,Amarelo,Leandro Luis Desábato,5.0,Meio-campo,16
6490,37,Palmeiras,Amarelo,Bruno Henrique Corsini,19.0,Meio-campo,30
6490,37,Vasco,Vermelho,Yago Pikachu,22.0,Meio-campo,90+3
6490,37,Vasco,Amarelo,Leandro Castán,25.0,Zagueiro,17
6490,37,Palmeiras,Amarelo,Gustavo Gómez,15.0,Zagueiro,55
6490,37,Palmeiras,Amarelo,Felipe Melo,30.0,Meio-campo,25
6491,37,Fluminense,Vermelho,Leonardo Moreira Morais,33.0,Zagueiro,82
6491,37,Internacional,Amarelo,Andrés D'Alessandro,10.0,Meio-campo,26
6491,37,Fluminense,Amarelo,Leonardo Moreira Morais,33.0,Zagueiro,26
6491,37,Internacional,Amarelo,Fabiano,18.0,Zagueiro,61
6491,37,Fluminense,Amarelo,Everaldo,37.0,Atacante,70
6492,37,America-MG,Amarelo,Norberto Pereira Marinho Neto,2.0,Zagueiro,83
6492,37,Bahia,Amarelo,Tiago Pagnussat,3.0,Zagueiro,24
6492,37,Bahia,Vermelho,Tiago Pagnussat,3.0,Zagueiro,86
6492,37,America-MG,Amarelo,João Ricardo Riedi,1.0,Goleiro,90+3
6492,37,Bahia,Amarelo,Gregore,26.0,Meio-campo,90+1
6493,37,Corinthians,Amarelo,Ralf de Souza Teles,15.0,Meio-campo,70
6493,37,Chapecoense,Amarelo,Diego Torres,72.0,Meio-campo,15
6494,37,Botafogo-RJ,Amarelo,Leonardo Valencia,10.0,Meio-campo,86
6494,37,Parana,Amarelo,Leandro Vilela,5.0,Meio-campo,86
6494,37,Parana,Amarelo,Wesley Dias Claudino,2.0,Zagueiro,90
6494,37,Parana,Amarelo,Alex Paulo Menezes Santana,8.0,Atacante,36
6495,37,Sport,Vermelho,Cláudio Winck,2.0,Zagueiro,90
6495,37,Sao Paulo,Amarelo,Jean Paulo Fernandes Filho,1.0,Goleiro,90
6495,37,Sport,Amarelo,Matheus Peixoto,70.0,Atacante,64
6495,37,Sport,Amarelo,Mateus Gonçalves Martins,22.0,Meio-campo,39
6495,37,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,14.0,Zagueiro,34
6495,37,Sport,Amarelo,Jair Rodrigues Júnior,88.0,Meio-campo,45
6496,38,Athletico-PR,Vermelho,Rony,9.0,Meio-campo,84
6496,38,Flamengo,Amarelo,Willian Arão,5.0,Meio-campo,76
6496,38,Flamengo,Amarelo,Robert Piris da Motta,25.0,Meio-campo,34
6496,38,Flamengo,Vermelho,Willian Arão,5.0,Meio-campo,83
6496,38,Flamengo,Amarelo,Lucas Paquetá,11.0,Meio-campo,83
6496,38,Flamengo,Amarelo,Marcos Rogério Ricci Lopes,21.0,Zagueiro,66
6496,38,Athletico-PR,Amarelo,Wellington Aparecido Martins,5.0,Meio-campo,37
6497,38,Atletico-MG,Amarelo,Victor,1.0,Goleiro,60
6497,38,Atletico-MG,Amarelo,Elias Mendes Trindade,7.0,Meio-campo,40
6497,38,Botafogo-RJ,Amarelo,Rodrigo Pimpão,7.0,Meio-campo,71
6497,38,Botafogo-RJ,Amarelo,Yuri Antonio Costa da Silva,11.0,Meio-campo,38
6497,38,Atletico-MG,Amarelo,Emerson Royal,14.0,Zagueiro,51
6497,38,Atletico-MG,Amarelo,Leonardo Silva,3.0,Zagueiro,21
6497,38,Botafogo-RJ,Amarelo,Matheus Fernandes,8.0,Meio-campo,60
6500,38,Bahia,Amarelo,Flávio Medeiros da Silva,5.0,Zagueiro,70
6500,38,Cruzeiro,Amarelo,Manoel Messias Silva Carvalho,27.0,Zagueiro,28
6500,38,Bahia,Amarelo,Douglas Grolli,13.0,Zagueira,83
6500,38,Bahia,Amarelo,Elton Junior Melo Ataíde,17.0,Meio-campo,45+1
6502,38,Parana,Vermelho,Andrey Nunes dos Santos,7.0,Atacante,90+3
6502,38,Internacional,Amarelo,Rossicley Pereira da Silva,22.0,Meio-campo,50
6502,38,Parana,Amarelo,Alesson,8.0,Atacante,79
6502,38,Internacional,Amarelo,Edenílson Andrade dos Santos,8.0,Meio-campo,41
6505,38,Palmeiras,Amarelo,Felipe Melo,30.0,Meio-campo,82
6505,38,Vitoria,Amarelo,Luan Silva dos Santos,15.0,Meio-campo,59
6505,38,Vitoria,Amarelo,Lucas Ribeiro,14.0,Zagueiro,28
6498,38,Ceara,Amarelo,Samuel Xavier,22.0,Zagueiro,16
6498,38,Vasco,Amarelo,Raul,31.0,Meio-campo,41
6498,38,Ceara,Vermelho,Samuel Xavier,22.0,Zagueiro,90+1
6498,38,Ceara,Amarelo,Ricardo Dias Acosta,8.0,Meio-campo,42
6498,38,Ceara,Amarelo,Richardson Fernandes dos Santos,26.0,Meio-campo,11
6498,38,Vasco,Amarelo,Willian Maranhão,21.0,Zagueiro,22
6499,38,Gremio,Amarelo,Walter Kannemann,4.0,Zagueiro,90+3
6499,38,Corinthians,Amarelo,Carlos Augusto Zopolato Neves,33.0,Zagueiro,66
6499,38,Corinthians,Amarelo,Henrique Adriano Buss,3.0,Zagueiro,28
6499,38,Gremio,Amarelo,Jael,9.0,Atacante,31
6499,38,Corinthians,Amarelo,Léo Santos,14.0,Zagueiro,62
6499,38,Corinthians,Amarelo,Ángel Romero,11.0,Atacante,14
6501,38,Sport,Amarelo,Andrigo,7.0,Zagueiro,79
6501,38,Sport,Amarelo,Adryelson,34.0,Zagueiro,65
6503,38,Fluminense,Amarelo,Rodrigo Junior Paula Silva,14.0,Zagueiro,90+6
6503,38,Fluminense,Amarelo,Marcos Júnior,35.0,Meio-campo,76
6503,38,Fluminense,Amarelo,Gum,3.0,Zagueiro,59
6503,38,America-MG,Amarelo,Luan Michel Louzã,11.0,Meio-campo,72
6503,38,Fluminense,Amarelo,Igor Julião,21.0,Zagueiro,80
6503,38,America-MG,Amarelo,Carlos Emiliano Pereira,6.0,Zagueiro,90+3
6504,38,Sao Paulo,Amarelo,Robert Arboleda,5.0,Zagueiro,66
6504,38,Sao Paulo,Amarelo,Éverton Cardoso da Silva,22.0,Meio-campo,88
6504,38,Sao Paulo,Amarelo,Jean Paulo Fernandes Filho,1.0,Goleiro,36
6506,1,Botafogo-RJ,Amarelo,Joel Carli,3.0,Zagueiro,90+4
6506,1,Botafogo-RJ,Amarelo,João Paulo,10.0,Meio-campo,13
6506,1,Botafogo-RJ,Amarelo,Rodrigo Pimpão,9.0,Meio-campo,23
6506,1,Botafogo-RJ,Amarelo,Jonathan Silva Vieira,6.0,Zagueiro,9
6507,1,Avai,Amarelo,Ebert Willian Amâncio,3.0,Zagueiro,90+6
6508,1,Internacional,Amarelo,Emerson Santos,20.0,Zagueiro,45+1
6508,1,Chapecoense,Amarelo,Douglas Silva Bacelar,23.0,Zagueiro,51
6509,1,Flamengo,Amarelo,Gabriel Barbosa,9.0,Meio-campo,62
6509,1,Flamengo,Amarelo,Marcos Rogério Ricci Lopes,21.0,Zagueiro,25
6509,1,Cruzeiro,Amarelo,Fred,9.0,Atacante,79
6509,1,Cruzeiro,Amarelo,Lucas Romero,29.0,Meio-campo,52
6509,1,Cruzeiro,Vermelho,Murilo Cerqueira,4.0,Zagueiro,85
6509,1,Flamengo,Amarelo,Diego Ribas,10.0,Meio-campo,90+4
6509,1,Flamengo,Amarelo,Léo Duarte,43.0,Zagueiro,50
6509,1,Cruzeiro,Amarelo,Thiago Neves,10.0,Meio-campo,89
6509,1,Cruzeiro,Amarelo,Edílson Mendes Guimarães,2.0,Zagueiro,62
6509,1,Cruzeiro,Amarelo,Murilo Cerqueira,4.0,Zagueiro,5
6510,1,Santos,Vermelho,Derlis González,17.0,Atacante,90+5
6510,1,Gremio,Amarelo,Matheus Henrique de Souza,14.0,Meio-campo,53
6510,1,Gremio,Amarelo,Maicon,8.0,Meio-campo,33
6510,1,Santos,Amarelo,Lucas Veríssimo,28.0,Zagueiro,85
6510,1,Santos,Amarelo,Alison Lopes Ferreira,5.0,Meio-campo,56
6510,1,Gremio,Amarelo,Walter Kannemann,4.0,Zagueiro,39
6510,1,Santos,Amarelo,Derlis González,17.0,Atacante,90+4
6510,1,Santos,Amarelo,Diego Pituca,21.0,Meio-campo,69
6513,1,CSA,Vermelho,João Carlos Heidemann,1.0,Goleiro,45+3
6511,1,Corinthians,Amarelo,Fagner,23.0,Zagueiro,90+1
6511,1,Corinthians,Amarelo,Mauro Boselli,17.0,Atacante,51
6511,1,Bahia,Amarelo,Nino Paraíba,2.0,Zagueiro,61
6511,1,Corinthians,Amarelo,Carlos Augusto Zopolato Neves,6.0,Zagueiro,86
6511,1,Corinthians,Amarelo,Cássio Ramos,12.0,Goleiro,37
6512,1,Athletico-PR,Amarelo,Thiago Heleno,44.0,Zagueiro,86
6512,1,Vasco,Amarelo,Raul,31.0,Meio-campo,56
6514,1,Palmeiras,Amarelo,Deyverson,16.0,Atacante,45+1
6514,1,Fortaleza,Amarelo,Carlos Emiliano Pereira,6.0,Zagueiro,43
6514,1,Fortaleza,Amarelo,Osvaldo Filho,11.0,Meio-campo,46
6515,1,Fluminense,Amarelo,Everaldo,37.0,Atacante,88
6515,1,Fluminense,Amarelo,Nino,33.0,Zagueiro,66
6515,1,Fluminense,Amarelo,Matheus Ferraz Pereira,3.0,Zagueiro,90+5
6515,1,Fluminense,Amarelo,Luciano da Rocha Neves,18.0,Atacante,86
6515,1,Goias,Amarelo,Léo Sena,20.0,Meio-campo,86
6516,2,Internacional,Amarelo,Nicolás Federico López,7.0,Atacante,90+1
6516,2,Internacional,Amarelo,Rodrigo Dourado,13.0,Meio-campo,20
6516,2,Flamengo,Amarelo,Renê Rodrigues Martins,6.0,Zagueiro,81
6516,2,Internacional,Amarelo,José Carlos Cracco Neto,37.0,Zagueiro,27
6516,2,Flamengo,Amarelo,Bruno Henrique,27.0,Atacante,90+5
6518,2,Corinthians,Amarelo,Manoel Messias Silva Carvalho,4.0,Zagueiro,42
6518,2,Chapecoense,Amarelo,Aylon,18.0,Atacante,78
6518,2,Corinthians,Amarelo,Vágner Love,9.0,Atacante,60
6519,2,Cruzeiro,Amarelo,Lucas Romero,29.0,Meio-campo,18
6520,2,Avai,Amarelo,Marcos Roberto da Silva Barbosa,33.0,Zagueiro,69
6520,2,Avai,Amarelo,Eduardo Kunde,63.0,Zagueiro,30
6520,2,Gremio,Amarelo,Leonardo Gomes,6.0,Zagueiro,66
6520,2,Avai,Amarelo,Ebert Willian Amâncio,3.0,Zagueiro,87
6520,2,Avai,Amarelo,Alex da Silva,2.0,Zagueiro,37
6520,2,Gremio,Amarelo,Pedro Geromel,3.0,Zagueiro,90+3
6520,2,Gremio,Amarelo,Rômulo Borges Monteiro,13.0,Meio-campo,36
6521,2,Sao Paulo,Vermelho,Igor Vinícius,2.0,Zagueiro,90+4
6521,2,Goias,Amarelo,Júnior Brandão,9.0,Atacante,90
6521,2,Goias,Amarelo,Kayke Moreno,77.0,Atacante,42
6521,2,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,6.0,Zagueiro,85
6521,2,Goias,Amarelo,Leandro Barcia Montero,30.0,Meio-campo,47
6521,2,Sao Paulo,Amarelo,Anderson Martins,4.0,Zagueiro,90
6523,2,Fortaleza,Amarelo,Felipe Araruna,22.0,Meio-campo,68
6523,2,Athletico-PR,Amarelo,Thiago Heleno,44.0,Zagueiro,51
6523,2,Athletico-PR,Amarelo,Léo Pereira,4.0,Zagueiro,27
6523,2,Fortaleza,Amarelo,Gabriel Dias de Oliveira,13.0,Zagueiro,90+2
6523,2,Fortaleza,Amarelo,Edinho,7.0,Meio-campo,43
6523,2,Athletico-PR,Amarelo,Jonathan Cícero Moreira,2.0,Zagueiro,50
6524,2,Santos,Amarelo,Yeferson Soteldo,10.0,Atacante,42
6524,2,Fluminense,Amarelo,Allan Rodrigues de Souza,29.0,Meio-campo,53
6524,2,Santos,Amarelo,Diego Pituca,21.0,Meio-campo,90
6524,2,Santos,Amarelo,Rodrygo Silva de Goes,11.0,Atacante,36
6524,2,Fluminense,Amarelo,Airton Ribeiro Santos,5.0,Meio-campo,26
6525,2,Botafogo-RJ,Amarelo,Gilson Gomes do Nascimento,6.0,Zagueiro,90+1
6525,2,Botafogo-RJ,Amarelo,Rodrigo Pimpão,9.0,Meio-campo,47
6525,2,Botafogo-RJ,Amarelo,Gatito Fernández,1.0,Goleiro,67
6527,3,Palmeiras,Amarelo,Marcos Rocha,2.0,Zagueiro,72
6527,3,Internacional,Amarelo,José Carlos Cracco Neto,37.0,Zagueiro,90+3
6527,3,Internacional,Amarelo,Paolo Guerrero,9.0,Atacante,18
6527,3,Internacional,Amarelo,Víctor Cuesta,15.0,Zagueiro,13
6527,3,Palmeiras,Amarelo,Felipe Melo,30.0,Meio-campo,18
6527,3,Internacional,Amarelo,Edenílson Andrade dos Santos,8.0,Meio-campo,76
6527,3,Internacional,Amarelo,Martín Sarrafiore,29.0,Atacante,13
6526,3,Vasco,Amarelo,Raul,31.0,Meio-campo,23
6526,3,Vasco,Amarelo,Cláudio Winck,21.0,Zagueiro,85
6526,3,Corinthians,Amarelo,Jadson,10.0,Meio-campo,90+3
6528,3,Atletico-MG,Amarelo,Jair Rodrigues Júnior,88.0,Meio-campo,86
6529,3,Chapecoense,Amarelo,Douglas Silva Bacelar,23.0,Zagueiro,83
6529,3,Athletico-PR,Amarelo,Paulo André,13.0,Zagueiro,48
6529,3,Athletico-PR,Amarelo,Rony,7.0,Atacante,88
6529,3,Athletico-PR,Amarelo,Braian Romero,17.0,Atacante,45+4
6531,3,Fortaleza,Amarelo,Paulo Roberto Valoura Junior,55.0,Meio-campo,81
6531,3,Fortaleza,Amarelo,Marcinho,17.0,Meio-campo,78
6532,3,CSA,Amarelo,Bruno Edgar,30.0,Meio-campo,3
6532,3,Santos,Amarelo,Yeferson Soteldo,10.0,Meio-campo,85
6532,3,Santos,Amarelo,Jorge Marco de Oliveira Moraes,3.0,Meio-campo,17
6532,3,Santos,Amarelo,Derlis González,17.0,Atacante,90+3
