partida_id,rodata,clube,cartao,atleta,num_camisa,posicao,minuto
5744,38,Vitoria,Amarelo,Zé Love,39.0,Atacante,21
5744,38,Palmeiras,Amarelo,Fabrício dos Santos Silva,6.0,Zagueiro,73
5744,38,Palmeiras,Amarelo,Thiago dos Santos,5.0,Meio-campo,45+3
5744,38,Palmeiras,Amarelo,Alecsandro,9.0,Atacante,39
5745,38,Coritiba,Amarelo,Walisson,21.0,Zagueiro,30
5737,38,America-MG,Amarelo,Juninho,5.0,Meio-campo,15
5742,38,Sport,Amarelo,Diego Souza,87.0,Meio-campo,90
5742,38,Figueirense,Amarelo,Dudu,79.0,Meio-campo,8
5742,38,Sport,Amarelo,Ronaldo,29.0,Meio-campo,57
5742,38,Sport,Amarelo,Durval,4.0,Zagueiro,18
5742,38,Sport,Amarelo,Everton Felipe,97.0,Meio-campo,63
5742,38,Sport,Amarelo,José Rogério de Oliveira Melo,90.0,Meio-campo,48
5742,38,Figueirense,Amarelo,Jackson Caucaia,17.0,Meio-campo,55
5746,1,Flamengo,Amarelo,Miguel Trauco,13.0,Zagueiro,64
5746,1,Flamengo,Amarelo,Éverton Cardoso da Silva,22.0,Meio-campo,82
5746,1,Atletico-MG,Amarelo,Rafael de Souza Pereira,5.0,Meio-campo,82
5746,1,Atletico-MG,Amarelo,Fábio Santos,6.0,Zagueiro,21
5747,1,Corinthians,Amarelo,Fagner,23.0,Zagueiro,63
5747,1,Chapecoense,Amarelo,Andrei Girotto,8.0,Meio-campo,84
5747,1,Corinthians,Amarelo,Rodrigo Eduardo Costa Marinho,26.0,Meio-campo,35
5747,1,Chapecoense,Amarelo,Wellington Paulista,9.0,Atacante,64
5748,1,Fluminense,Amarelo,Léo Pelé,15.0,Zagueiro,90+3
5748,1,Santos,Amarelo,Lucas Veríssimo,28.0,Zagueiro,69
5748,1,Santos,Amarelo,Ricardo Oliveira,9.0,Atacante,55
5748,1,Santos,Amarelo,Lucas Rafael Araújo Lima,10.0,Meio-campo,90
5748,1,Santos,Amarelo,Bruno Henrique,27.0,Meio-campo,62
5748,1,Santos,Amarelo,Victor Ferraz,4.0,Zagueiro,45+3
5749,1,Sao Paulo,Amarelo,Rodrigo Caio,3.0,Zagueiro,90+2
5751,1,Sport,Amarelo,Samuel Xavier,27.0,Zagueiro,43
5751,1,Sport,Amarelo,Rodrigo Vasconcelos Oliveira,5.0,Meio-campo,41
5752,1,Vitoria,Amarelo,Willian Farias,5.0,Meio-campo,84
5752,1,Vitoria,Amarelo,Renê Santos,21.0,Zagueiro,74
5750,1,Athletico-PR,Vermelho,Marcos do Nascimento Teixeira,45.0,Zagueiro,74
5750,1,Athletico-PR,Amarelo,Marcos do Nascimento Teixeira,45.0,Zagueiro,69
5753,1,Vasco,Amarelo,Douglas Luiz,8.0,Meio-campo,90+1
5753,1,Vasco,Amarelo,Jomar Herculano Lourenço,3.0,Zagueiro,78
5754,1,Gremio,Amarelo,Marcelo Oliveira Ferreira,26.0,Zagueiro,69
5754,1,Botafogo-RJ,Amarelo,João Paulo,11.0,Meio-campo,90+5
5754,1,Botafogo-RJ,Amarelo,Rodrigo Pimpão,7.0,Meio-campo,60
5754,1,Botafogo-RJ,Amarelo,Marcelo da Conceição Benevenuto Malaquias,3.0,Zagueiro,28
5754,1,Gremio,Amarelo,Ramiro Moschen Benetti,17.0,Meio-campo,64
5754,1,Botafogo-RJ,Amarelo,Emerson Santos,4.0,Zagueiro,63
5754,1,Botafogo-RJ,Amarelo,Bruno César Pereira da Silva,8.0,Meio-campo,60
5755,1,Atletico-GO,Amarelo,Marcão,5.0,Meio-campo,77
5755,1,Coritiba,Amarelo,Alan Santos da Silva,5.0,Meio-campo,42
5755,1,Atletico-GO,Amarelo,Ricardo Silva,3.0,Zagueiro,70
5756,2,Santos,Amarelo,Leandro Donizete,30.0,Meio-campo,28
5756,2,Coritiba,Amarelo,Neto Berola,9.0,Atacante,45+3
5756,2,Santos,Amarelo,David Braz,14.0,Zagueiro,90
5756,2,Santos,Amarelo,Vladimir Hernández,16.0,Meio-campo,49
5756,2,Santos,Amarelo,Thiago Maia,29.0,Meio-campo,21
5756,2,Coritiba,Amarelo,Jonas Gomes de Sousa,27.0,Meio-campo,57
5756,2,Coritiba,Amarelo,Matheus Galdezani,20.0,Meio-campo,17
5757,2,Atletico-GO,Amarelo,Igor Henrique,8.0,Meio-campo,90+2
5757,2,Flamengo,Amarelo,Gabriel Santana,17.0,Meio-campo,45+1
5757,2,Atletico-GO,Amarelo,Walter Henrique da Silva,18.0,Atacante,48
5758,2,Palmeiras,Amarelo,Willian Gomes de Siqueira,29.0,Atacante,67
5758,2,Chapecoense,Amarelo,Andrei Girotto,8.0,Meio-campo,79
5759,2,Bahia,Vermelho,Pablo Armero,7.0,Zagueiro,90+1
5759,2,Vasco,Amarelo,Gilberto Moraes Júnior,2.0,Zagueiro,90+2
5759,2,Vasco,Amarelo,Jean Carlos de Souza Irmer,5.0,Meio-campo,22
5759,2,Bahia,Amarelo,Gustavo,21.0,Atacante,10
5759,2,Vasco,Amarelo,Martín Silva,1.0,Goleiro,90+4
5759,2,Vasco,Amarelo,Luís Fabiano,9.0,Atacante,25
5759,2,Bahia,Amarelo,Pablo Armero,7.0,Zagueiro,48
5760,2,Athletico-PR,Amarelo,Thiago Heleno,44.0,Zagueiro,8
5760,2,Gremio,Amarelo,Marcelo Grohe,1.0,Goleiro,68
5760,2,Gremio,Amarelo,Lucas Barrios,18.0,Atacante,24
5760,2,Gremio,Vermelho,Marcelo Grohe,1.0,Goleiro,75
5760,2,Athletico-PR,Amarelo,Weverton Pereira da Silva,12.0,Goleiro,23
5760,2,Gremio,Amarelo,Arthur,29.0,Meio-campo,76
5760,2,Gremio,Amarelo,Ramiro Moschen Benetti,17.0,Meio-campo,32
5762,2,Fluminense,Amarelo,Junior Sornoza,20.0,Meio-campo,45+2
5762,2,Fluminense,Amarelo,Richarlison,70.0,Meio-campo,61
5762,2,Fluminense,Amarelo,Ygor Nogueira,44.0,Zagueiro,26
5763,2,Botafogo-RJ,Amarelo,Igor Rabello,2.0,Zagueiro,58
5764,2,Sport,Amarelo,Diego Souza,87.0,Atacante,64
5764,2,Sport,Amarelo,Raul Prata,23.0,Zagueiro,13
5764,2,Cruzeiro,Amarelo,Leonardo Renan Simões de Lacerda,3.0,Zagueiro,24
5765,2,Avai,Amarelo,Lázaro Luan Scapolan,5.0,Meio-campo,84
5765,2,Sao Paulo,Amarelo,Thiago Henrique Mendes Ribeiro,23.0,Meio-campo,47
5765,2,Avai,Amarelo,Ebert Willian Amâncio,3.0,Zagueiro,56
5766,3,Vasco,Amarelo,Jean Carlos de Souza Irmer,5.0,Meio-campo,73
5766,3,Fluminense,Amarelo,Ygor Nogueira,44.0,Zagueiro,90+4
5766,3,Fluminense,Amarelo,Douglas Augusto Soares Gomes,8.0,Meio-campo,57
5766,3,Vasco,Amarelo,Luís Fabiano,9.0,Atacante,64
5767,3,Palmeiras,Amarelo,Yerry Mina,26.0,Zagueiro,43
5767,3,Sao Paulo,Amarelo,Rodrigo Caio,3.0,Zagueiro,36
5768,3,Vitoria,Amarelo,Uillian Correia,7.0,Meio-campo,85
5768,3,Coritiba,Amarelo,Tomas Almino da Silva Bastos,26.0,Meio-campo,12
5768,3,Vitoria,Amarelo,Fred,28.0,Zagueiro,90+1
5768,3,Vitoria,Amarelo,Paulinho,26.0,Meio-campo,35
5769,3,Atletico-MG,Amarelo,Fábio Santos,6.0,Zagueiro,38
5769,3,Ponte Preta,Amarelo,Nino Paraíba,2.0,Zagueiro,14
5769,3,Ponte Preta,Amarelo,Kadu,4.0,Zagueiro,18
5770,3,Athletico-PR,Amarelo,Pablo Felipe Teixeira,92.0,Meio-campo,45+4
5772,3,Atletico-GO,Amarelo,Eduardo José Diniz Costa,13.0,Zagueiro,71
5772,3,Atletico-GO,Amarelo,Igor Henrique,8.0,Meio-campo,88
5771,3,Santos,Amarelo,Victor Ferraz,4.0,Zagueiro,78
5771,3,Cruzeiro,Amarelo,Hudson,25.0,Meio-campo,84
5771,3,Cruzeiro,Amarelo,Henrique Pacheco Lima,8.0,Meio-campo,40
5771,3,Cruzeiro,Amarelo,Leonardo Renan Simões de Lacerda,3.0,Zagueiro,55
5773,3,Sport,Vermelho,Eugenio Mena,6.0,Zagueiro,83
5773,3,Sport,Amarelo,Anselmo de Moraes,8.0,Meio-campo,71
5773,3,Sport,Amarelo,Eugenio Mena,6.0,Zagueiro,12
5773,3,Sport,Amarelo,Matheus Ferraz Pereira,13.0,Zagueiro,85
5773,3,Gremio,Amarelo,Bressan,22.0,Zagueiro,62
5774,3,Botafogo-RJ,Amarelo,Bruno César Pereira da Silva,8.0,Meio-campo,8
5774,3,Bahia,Amarelo,Matheus Reis,6.0,Zagueiro,40
5775,3,Avai,Vermelho,Leandro Silva,2.0,Zagueiro,86
5775,3,Chapecoense,Amarelo,Arthur Caike do Nascimento Cruz,17.0,Meio-campo,54
5775,3,Avai,Amarelo,Leandro Silva,2.0,Zagueiro,13
5775,3,Chapecoense,Vermelho,Luiz Otávio da Silva Santos,21.0,Zagueiro,83
5775,3,Chapecoense,Amarelo,Luiz Otávio da Silva Santos,21.0,Zagueiro,45+1
5776,4,Coritiba,Amarelo,William Matheus,66.0,Zagueiro,39
5776,4,Athletico-PR,Amarelo,Pablo Felipe Teixeira,92.0,Meio-campo,60
5776,4,Coritiba,Amarelo,Domilson Cordeiro dos Santos,98.0,Zagueiro,43
5776,4,Coritiba,Amarelo,Matheus Galdezani,20.0,Meio-campo,22
5776,4,Athletico-PR,Amarelo,Otávio Henrique Santos,7.0,Meio-campo,13
5777,4,Vitoria,Amarelo,Fernando Miguel Kaufmann,1.0,Goleiro,90+5
5777,4,Vitoria,Amarelo,Fred,28.0,Zagueiro,69
5777,4,Vitoria,Amarelo,Leandro Salino,30.0,Zagueiro,44
5777,4,Vitoria,Amarelo,Paulinho,26.0,Meio-campo,54
5778,4,Santos,Vermelho,Bruno Henrique,27.0,Meio-campo,83
5778,4,Santos,Amarelo,Vitor Bueno,7.0,Meio-campo,69
5780,4,Avai,Amarelo,Lázaro Luan Scapolan,5.0,Meio-campo,35
5780,4,Sport,Amarelo,André Felipe Ribeiro de Souza,90.0,Atacante,83
5780,4,Sport,Amarelo,Osvaldo Filho,10.0,Meio-campo,25
5780,4,Avai,Amarelo,Alemão,4.0,Zagueiro,48
5780,4,Avai,Amarelo,Ebert Willian Amâncio,3.0,Zagueiro,8
5780,4,Sport,Amarelo,Rithely,21.0,Meio-campo,80
5780,4,Sport,Amarelo,Anselmo de Moraes,8.0,Meio-campo,16
5779,4,Flamengo,Amarelo,Juan Silveira dos Santos,4.0,Zagueiro,66
5779,4,Botafogo-RJ,Amarelo,Joel Carli,3.0,Zagueiro,71
5779,4,Flamengo,Amarelo,Gustavo Cuellar,26.0,Meio-campo,48
5779,4,Botafogo-RJ,Amarelo,Bruno César Pereira da Silva,8.0,Meio-campo,49
5783,4,Gremio,Amarelo,Bruno Cortês,12.0,Zagueiro,47
5783,4,Vasco,Amarelo,Wellington Aparecido Martins,7.0,Meio-campo,62
5783,4,Vasco,Amarelo,Gilberto Moraes Júnior,2.0,Zagueiro,50
5783,4,Gremio,Amarelo,Lucas Barrios,18.0,Atacante,50
5781,4,Atletico-MG,Amarelo,Alex da Silva,29.0,Zagueiro,88
5781,4,Atletico-MG,Amarelo,Victor,1.0,Goleiro,43
5781,4,Palmeiras,Amarelo,Thiago dos Santos,21.0,Meio-campo,62
5781,4,Atletico-MG,Amarelo,Yago Henrique Severino dos Santos,25.0,Meio-campo,69
5781,4,Atletico-MG,Amarelo,Robinho,7.0,Meio-campo,43
5782,4,Sao Paulo,Amarelo,Marcio Antonio de Sousa Junior,39.0,Meio-campo,80
5782,4,Sao Paulo,Amarelo,Renan Ribeiro,30.0,Goleiro,79
5782,4,Sao Paulo,Amarelo,Maicon Pereira Roque,27.0,Zagueiro,21
5782,4,Ponte Preta,Amarelo,Wendel Geraldo Maurício e Silva,5.0,Meio-campo,15
5782,4,Sao Paulo,Amarelo,Rodrigo Caio,3.0,Zagueiro,79
5784,4,Cruzeiro,Amarelo,Diogo Barbosa,6.0,Zagueiro,90+6
5784,4,Chapecoense,Amarelo,Victor Ramos,80.0,Zagueiro,38
5784,4,Chapecoense,Amarelo,Rossicley Pereira da Silva,7.0,Meio-campo,32
5785,4,Atletico-GO,Amarelo,Marcão,5.0,Meio-campo,79
5785,4,Atletico-GO,Amarelo,Bruno Pacheco,6.0,Zagueiro,56
5786,5,Fluminense,Amarelo,José Renato da Silva Júnior,16.0,Meio-campo,81
5786,5,Fluminense,Amarelo,Richarlison,70.0,Meio-campo,39
5786,5,Athletico-PR,Amarelo,Jonathan Cícero Moreira,2.0,Zagueiro,26
5786,5,Fluminense,Amarelo,Léo Pelé,15.0,Zagueiro,52
5786,5,Athletico-PR,Amarelo,Aderbar dos Santos Neto,1.0,Goleiro,90+4
5786,5,Athletico-PR,Amarelo,Lucho González,3.0,Meio-campo,19
5787,5,Atletico-MG,Amarelo,Elias Mendes Trindade,8.0,Meio-campo,90
5787,5,Atletico-MG,Amarelo,Fábio Santos,6.0,Zagueiro,53
5787,5,Atletico-MG,Amarelo,Yago Henrique Severino dos Santos,25.0,Meio-campo,63
5787,5,Avai,Amarelo,Lourenço,9.0,Meio-campo,45
5788,5,Coritiba,Amarelo,Matheus Galdezani,20.0,Meio-campo,50
5788,5,Coritiba,Amarelo,Marcio,76.0,Zagueiro,41
5788,5,Palmeiras,Amarelo,Antonio Carlos Capocasali,25.0,Zagueiro,81
5788,5,Palmeiras,Amarelo,Thiago dos Santos,21.0,Meio-campo,44
5788,5,Coritiba,Amarelo,William Matheus,66.0,Zagueiro,45+2
5788,5,Coritiba,Amarelo,Rildo de Andrade Felicissimo,11.0,Atacante,19
5788,5,Palmeiras,Amarelo,Felipe Melo,30.0,Meio-campo,54
5789,5,Santos,Amarelo,Vitor Bueno,7.0,Meio-campo,41
5789,5,Santos,Amarelo,Lucas Veríssimo,28.0,Zagueiro,21
5789,5,Botafogo-RJ,Amarelo,Arnaldo Manoel de Almeida,4.0,Zagueiro,90+4
5789,5,Santos,Amarelo,Thiago Maia,29.0,Meio-campo,28
5789,5,Botafogo-RJ,Amarelo,Joel Carli,3.0,Zagueiro,90+6
5790,5,Corinthians,Amarelo,Pablo Castro,3.0,Zagueiro,15
5790,5,Corinthians,Amarelo,Gabriel Girotto Franco,5.0,Meio-campo,38
5790,5,Corinthians,Amarelo,Clayson Henrique da Silva Vieira,25.0,Meio-campo,12
5791,5,Sport,Amarelo,Thallyson,44.0,Meio-campo,72
5791,5,Flamengo,Amarelo,Réver,15.0,Zagueiro,72
5791,5,Sport,Amarelo,Ronaldo Alves,3.0,Zagueiro,17
5791,5,Flamengo,Amarelo,Juan Silveira dos Santos,4.0,Zagueiro,4
5792,5,Ponte Preta,Vermelho,Elton Junior Melo Ataíde,8.0,Meio-campo,90
5792,5,Atletico-GO,Amarelo,Igor Henrique,8.0,Meio-campo,29
5792,5,Ponte Preta,Amarelo,Fábio Farroco Braga,7.0,Meio-campo,18
5792,5,Ponte Preta,Amarelo,Marllon Borges,4.0,Zagueiro,90
5793,5,Vitoria,Amarelo,Willian Farias,5.0,Meio-campo,55
5793,5,Sao Paulo,Amarelo,Bruno Vieira,2.0,Meio-campo,30
5794,5,Chapecoense,Amarelo,Andrei Girotto,8.0,Meio-campo,67
5794,5,Chapecoense,Amarelo,Wellington Paulista,9.0,Atacante,23
5794,5,Gremio,Amarelo,Walter Kannemann,4.0,Zagueiro,24
5794,5,Chapecoense,Amarelo,Rossicley Pereira da Silva,7.0,Meio-campo,90+3
5794,5,Chapecoense,Amarelo,Apodi,22.0,Zagueiro,32
5794,5,Gremio,Amarelo,Marcelo Grohe,1.0,Goleiro,83
5794,5,Gremio,Amarelo,Bruno Cortês,12.0,Zagueiro,24
5795,5,Bahia,Amarelo,Tiago Pagnussat,3.0,Zagueiro,70
5795,5,Bahia,Amarelo,Vinícius,29.0,Meio-campo,46
5795,5,Cruzeiro,Amarelo,Ezequiel,2.0,Zagueiro,24
5795,5,Cruzeiro,Vermelho,Henrique Pacheco Lima,8.0,Zagueiro,9
5795,5,Bahia,Amarelo,Carlos Eduardo Santos Oliveira,22.0,Zagueiro,64
5795,5,Bahia,Amarelo,Renê Júnior,23.0,Meio-campo,22
5795,5,Cruzeiro,Amarelo,Ramón Ábila,9.0,Atacante,14
5796,6,Palmeiras,Amarelo,Zé Roberto,11.0,Zagueiro,86
5796,6,Fluminense,Amarelo,Henrique Adriano Buss,33.0,Zagueiro,55
5796,6,Palmeiras,Amarelo,Róger Guedes,23.0,Atacante,90
5796,6,Palmeiras,Amarelo,Felipe Melo,30.0,Meio-campo,20
5796,6,Fluminense,Amarelo,Henrique Dourado,9.0,Atacante,20
5797,6,Sport,Amarelo,Osvaldo Filho,10.0,Atacante,43
5798,6,Botafogo-RJ,Amarelo,Gilson Gomes do Nascimento,6.0,Zagueiro,57
5798,6,Botafogo-RJ,Amarelo,Bruno César Pereira da Silva,8.0,Meio-campo,42
5798,6,Coritiba,Amarelo,Kléber,83.0,Atacante,48
5798,6,Botafogo-RJ,Amarelo,João Paulo,10.0,Meio-campo,46
5798,6,Coritiba,Amarelo,Henrique Almeida,91.0,Atacante,55
5798,6,Coritiba,Amarelo,William Matheus,66.0,Zagueiro,36
5799,6,Ponte Preta,Amarelo,Nino Paraíba,2.0,Zagueiro,72
5799,6,Chapecoense,Amarelo,Reinaldo Manoel da Silva,6.0,Zagueiro,50
5799,6,Ponte Preta,Amarelo,Emerson Sheik,11.0,Atacante,45
5799,6,Chapecoense,Amarelo,Apodi,22.0,Zagueiro,55
5799,6,Chapecoense,Amarelo,Luiz Otávio da Silva Santos,21.0,Zagueiro,44
5802,6,Corinthians,Amarelo,Guilherme Arana,13.0,Zagueiro,89
5802,6,Sao Paulo,Amarelo,Cícero Santos,8.0,Meio-campo,55
5801,6,Vitoria,Amarelo,David Corrêa da Fonseca,27.0,Meio-campo,63
5801,6,Vitoria,Amarelo,Willian Farias,5.0,Meio-campo,45+1
5801,6,Atletico-MG,Amarelo,Frickson Erazo,4.0,Zagueiro,19
5800,6,Avai,Vermelho,Marquinhos Santos,10.0,Meio-campo,84
5800,6,Avai,Amarelo,Juan Maldonado Jaimez Júnior,55.0,Meio-campo,83
5800,6,Flamengo,Amarelo,Éverton Cardoso da Silva,22.0,Meio-campo,88
5803,6,Cruzeiro,Amarelo,Thiago Neves,30.0,Meio-campo,81
5803,6,Cruzeiro,Amarelo,Murilo Cerqueira,35.0,Zagueiro,60
5803,6,Atletico-GO,Amarelo,Marcão,5.0,Meio-campo,59
5803,6,Atletico-GO,Amarelo,Andrigo,11.0,Meio-campo,45
5803,6,Cruzeiro,Amarelo,Róbson Michael Signorini,19.0,Meio-campo,71
5803,6,Atletico-GO,Amarelo,Jorginho,10.0,Meio-campo,66
5803,6,Atletico-GO,Amarelo,André Andrade de Castro,2.0,Zagueiro,50
5804,6,Santos,Amarelo,Daniel Guedes,38.0,Zagueiro,78
5804,6,Santos,Vermelho,Daniel Guedes,38.0,Zagueiro,85
5804,6,Athletico-PR,Amarelo,Paulo André,13.0,Zagueiro,70
5807,7,Atletico-GO,Amarelo,Felipe Garcia dos Prazeres,1.0,Goleiro,81
5807,7,Avai,Amarelo,Capa,6.0,Zagueiro,64
5807,7,Avai,Amarelo,Leandro Silva,2.0,Zagueiro,45+2
5807,7,Atletico-GO,Amarelo,Andrigo,11.0,Meio-campo,28
5807,7,Avai,Amarelo,Ebert Willian Amâncio,3.0,Zagueiro,83
5807,7,Avai,Amarelo,Lázaro Luan Scapolan,5.0,Meio-campo,45+3
5807,7,Avai,Amarelo,Judson Silva Tavares,93.0,Meio-campo,37
5806,7,Athletico-PR,Vermelho,Lucho González,3.0,Meio-campo,41
5806,7,Atletico-MG,Amarelo,Alex da Silva,29.0,Zagueiro,70
5806,7,Athletico-PR,Amarelo,Jonathan Cícero Moreira,2.0,Zagueiro,74
5806,7,Athletico-PR,Amarelo,Lucho González,3.0,Meio-campo,29
5806,7,Atletico-MG,Amarelo,Leonardo Silva,3.0,Zagueiro,54
5808,7,Vitoria,Amarelo,Antônio Eduardo Pereira dos Santos,25.0,Zagueiro,41
5808,7,Vitoria,Vermelho,Gabriel Xavier,18.0,Meio-campo,90+3
5808,7,Botafogo-RJ,Amarelo,Bruno César Pereira da Silva,8.0,Meio-campo,58
5809,7,Sport,Amarelo,André Felipe Ribeiro de Souza,90.0,Atacante,68
5809,7,Sao Paulo,Amarelo,Cícero Santos,8.0,Meio-campo,8
5810,7,Flamengo,Amarelo,Vinícius Júnior,20.0,Meio-campo,31
5810,7,Ponte Preta,Amarelo,Nino Paraíba,2.0,Zagueiro,20
5810,7,Flamengo,Amarelo,Márcio Rodrigues Araújo,8.0,Meio-campo,28
5810,7,Ponte Preta,Amarelo,Negueba,11.0,Atacante,3
5812,7,Chapecoense,Amarelo,Luiz Otávio da Silva Santos,21.0,Zagueiro,89
5812,7,Chapecoense,Amarelo,Rossicley Pereira da Silva,7.0,Meio-campo,21
5812,7,Vasco,Amarelo,Alan Cardoso de Andrade,11.0,Meio-campo,14
5812,7,Chapecoense,Amarelo,Luiz Antônio de Souza Soares,18.0,Meio-campo,84
5812,7,Vasco,Amarelo,Henrique Silva Milagres,6.0,Zagueiro,33
5811,7,Santos,Amarelo,Lucas Rafael Araújo Lima,10.0,Meio-campo,41
5811,7,Palmeiras,Amarelo,Danilo Neves,8.0,Meio-campo,39
5811,7,Palmeiras,Amarelo,Willian Gomes de Siqueira,29.0,Atacante,77
5811,7,Palmeiras,Amarelo,José Carlos Ferreira Júnior,4.0,Zagueiro,36
5813,7,Cruzeiro,Amarelo,Henrique Pacheco Lima,8.0,Meio-campo,17
5814,7,Coritiba,Vermelho,Kléber,83.0,Atacante,71
5814,7,Coritiba,Amarelo,Tiago Real,8.0,Meio-campo,18
5814,7,Bahia,Amarelo,José Rafael Vivian,18.0,Meio-campo,26
5814,7,Bahia,Amarelo,Renê Júnior,23.0,Meio-campo,12
5814,7,Bahia,Vermelho,Edson Felipe da Cruz,19.0,Meio-campo,71
5814,7,Bahia,Amarelo,Agustín Allione,8.0,Meio-campo,18
5815,7,Fluminense,Amarelo,Marcos Calazans,30.0,Meio-campo,70
5815,7,Fluminense,Amarelo,Mateus Norton,26.0,Meio-campo,19
5815,7,Fluminense,Amarelo,Henrique Dourado,9.0,Atacante,90
5815,7,Fluminense,Amarelo,Henrique Adriano Buss,33.0,Zagueiro,64
5815,7,Gremio,Amarelo,Edílson Mendes Guimarães,2.0,Zagueiro,13
5816,8,Atletico-GO,Amarelo,Marcão,5.0,Meio-campo,63
5816,8,Athletico-PR,Amarelo,Nikão,11.0,Meio-campo,81
5816,8,Athletico-PR,Amarelo,Deivid Willian da Silva,5.0,Meio-campo,59
5816,8,Athletico-PR,Amarelo,Thiago Heleno,44.0,Zagueiro,62
5816,8,Athletico-PR,Amarelo,Grafite,23.0,Atacante,16
5817,8,Vasco,Amarelo,Mateus Vital,11.0,Meio-campo,77
5817,8,Vasco,Amarelo,Paulo Marcos de Jesus Ribeiro,3.0,Zagueiro,27
5817,8,Avai,Amarelo,Juan Maldonado Jaimez Júnior,55.0,Meio-campo,25
5817,8,Vasco,Amarelo,Nenê,10.0,Meio-campo,44
5818,8,Santos,Amarelo,Thiago Maia,29.0,Meio-campo,53
5818,8,Ponte Preta,Amarelo,Marllon Borges,3.0,Zagueiro,78
5818,8,Ponte Preta,Amarelo,Jeferson,2.0,Zagueiro,67
5818,8,Santos,Amarelo,Bruno Henrique,27.0,Meio-campo,64
5818,8,Santos,Amarelo,David Braz,14.0,Zagueiro,22
5818,8,Ponte Preta,Amarelo,Rodrigo Baldasso da Costa,4.0,Zagueiro,64
5819,8,Coritiba,Amarelo,Marcio,76.0,Zagueiro,65
5819,8,Corinthians,Amarelo,Fagner,23.0,Zagueiro,67
5819,8,Corinthians,Amarelo,Gabriel Girotto Franco,5.0,Meio-campo,50
5819,8,Coritiba,Amarelo,Domilson Cordeiro dos Santos,98.0,Zagueiro,32
5819,8,Corinthians,Amarelo,Ángel Romero,11.0,Meio-campo,65
5822,8,Botafogo-RJ,Amarelo,Rodrigo Lindoso,5.0,Meio-campo,37
5822,8,Botafogo-RJ,Amarelo,Gatito Fernández,1.0,Goleiro,70
5823,8,Sao Paulo,Amarelo,Christian Cueva,10.0,Atacante,24
5823,8,Atletico-MG,Amarelo,Rafael de Souza Pereira,5.0,Meio-campo,54
5823,8,Sao Paulo,Amarelo,Júnior Tavares,22.0,Meio-campo,57
5823,8,Atletico-MG,Amarelo,Yago Henrique Severino dos Santos,25.0,Meio-campo,86
5820,8,Palmeiras,Amarelo,Willian Gomes de Siqueira,29.0,Atacante,55
5820,8,Palmeiras,Amarelo,Róger Guedes,23.0,Meio-campo,88
5820,8,Palmeiras,Amarelo,José Carlos Ferreira Júnior,4.0,Zagueiro,73
5820,8,Palmeiras,Amarelo,Keno,27.0,Meio-campo,28
5820,8,Palmeiras,Amarelo,Alejandro Guerra,18.0,Meio-campo,89
5821,8,Flamengo,Amarelo,Miguel Trauco,13.0,Zagueiro,90
5821,8,Flamengo,Amarelo,Rodinei de Almeida,2.0,Zagueiro,76
5821,8,Flamengo,Amarelo,Paolo Guerrero,9.0,Atacante,90+2
5821,8,Flamengo,Amarelo,Gustavo Cuellar,26.0,Meio-campo,63
5825,8,Cruzeiro,Amarelo,Ezequiel,2.0,Zagueiro,83
5825,8,Cruzeiro,Amarelo,Diogo Barbosa,6.0,Zagueiro,40
5825,8,Gremio,Amarelo,Michel Ferreira dos Santos,5.0,Meio-campo,64
5825,8,Cruzeiro,Amarelo,Leonardo Renan Simões de Lacerda,3.0,Zagueiro,88
5825,8,Cruzeiro,Amarelo,Róbson Michael Signorini,19.0,Meio-campo,45+3
5825,8,Cruzeiro,Amarelo,Rafael Sóbis,7.0,Atacante,31
5825,8,Gremio,Amarelo,Ramiro Moschen Benetti,17.0,Meio-campo,34
5826,9,Vitoria,Amarelo,Geferson Cerqueira Teles,6.0,Zagueiro,71
5826,9,Santos,Amarelo,David Braz,14.0,Zagueiro,86
5828,9,Botafogo-RJ,Amarelo,Roger Rodrigues da Silva,9.0,Atacante,85
5828,9,Vasco,Amarelo,Breno Vinícius Rodrigues Borges,4.0,Zagueiro,62
5828,9,Botafogo-RJ,Amarelo,João Paulo,10.0,Meio-campo,90
5828,9,Botafogo-RJ,Amarelo,Joel Carli,3.0,Zagueiro,84
5828,9,Botafogo-RJ,Amarelo,Victor Luis,6.0,Zagueiro,53
5827,9,Palmeiras,Amarelo,Yerry Mina,26.0,Zagueiro,31
5827,9,Atletico-GO,Amarelo,Adniellyson da Silva Oliveira,8.0,Meio-campo,65
5827,9,Palmeiras,Amarelo,Alejandro Guerra,18.0,Meio-campo,85
5827,9,Atletico-GO,Amarelo,André Andrade de Castro,2.0,Zagueiro,70
5830,9,Athletico-PR,Amarelo,Sidcley Ferreira Pereira,8.0,Zagueiro,45+2
5830,9,Sao Paulo,Amarelo,Lucas Pratto,14.0,Atacante,10
5830,9,Athletico-PR,Amarelo,Jonathan Cícero Moreira,2.0,Zagueiro,17
5830,9,Sao Paulo,Amarelo,Diego Lugano,5.0,Zagueiro,15
5831,9,Atletico-MG,Amarelo,Ralph,15.0,Meio-campo,5
5831,9,Atletico-MG,Amarelo,Fred,9.0,Atacante,76
5831,9,Sport,Amarelo,Ronaldo Alves,3.0,Zagueiro,20
5829,9,Fluminense,Amarelo,Mateus Norton,26.0,Meio-campo,9
5829,9,Avai,Amarelo,Judson Silva Tavares,93.0,Meio-campo,43
